Id_juego,Nombre,Desarrollador,Año_lanzamiento,Género
45300,Wings of Prey,Gaijin Entertainment,2009,['Simulation']
41900,The Bard's Tale,inXile Entertainment,2005,"['Action', 'Adventure', 'RPG']"
35420,Defence Alliance 2,Defence Alliance Team,2009,['Action']
32430,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,"LucasArts,Aspyr Studios",2009,['Action']
25806,Europa Universalis III: Heir to the Throne,Paradox Interactive,2009,['N/D']
22370,Fallout 3: Game of the Year Edition,Bethesda Game Studios,2009,['RPG']
41802,Gratuitous Space Battles: The Tribe,Positech Games,2009,"['Strategy', 'Indie', 'Simulation']"
38080,Build-A-Lot,Hip Soft,2007,['Simulation']
38090,Build-A-Lot 2: Town of the Year,Hip Soft,2008,['Simulation']
38100,Build-A-Lot 3: Passport to Europe,Hip Soft,2009,['Simulation']
38070,Coconut Queen,iWin,2009,"['Casual', 'Simulation']"
38210,Roogoo,Spidermonk Entertainment,2009,['Casual']
45700,Devil May Cry 4,Capcom,2008,"['Action', 'Adventure']"
46410,Avencast: Rise of the Mage,ClockStone Studios,2010,"['Action', 'Indie', 'RPG']"
38110,Build-A-Lot 4: Power Source,Hip Soft,2009,['Simulation']
17570,"Pirates, Vikings, and Knights II",Octoshark Studios,2010,"['Action', 'Free to Play', 'Indie']"
38130,Farm Frenzy 2,Alawar,2008,['Casual']
38160,Farm Frenzy 3: American Pie,Alawar,2010,['Casual']
38150,Farm Frenzy 3,Alawar,2009,['Casual']
38120,Farm Frenzy,Alawar,2007,['Casual']
38140,Farm Frenzy: Pizza Party,Alawar,2009,['Casual']
36300,Cake Mania Main Street™,Sandlot Games,2010,['Casual']
36310,Westward® IV: All Aboard,Sandlot Games,2010,"['Strategy', 'Casual']"
36320,Iron Roses,Cateia Games,2010,"['Adventure', 'Casual']"
37030,UFO: Extraterrestrials Gold,Chaos Concept,2010,['Strategy']
32450,LEGO® Indiana Jones™ 2: The Adventure Continues,Traveller's Tales,2010,['Adventure']
34180,Vancouver 2010™ - The Official Video Game of the Olympic Winter Games,Eurocom,2010,['Sports']
44100,Super Laser  Racer,New Star Games Ltd,2010,"['Action', 'Indie', 'Racing']"
25960,Hearts of Iron III: Soviet Infantry Pack DLC,Paradox Interactive,2010,['Strategy']
46250,NecroVisioN: Lost Company,The Farm 51,2010,['Action']
38180,Cradle of Persia,Awem Studio,2007,['Casual']
10695,Aliens vs. Predator Swarm Map Pack,Rebellion,2010,['Action']
41050,Serious Sam Classic: The First Encounter,Croteam,2001,"['Action', 'Indie']"
24055,Train Simulator: Fort Kent to Eagle Lake Route Add-On,All Aboard,2010,['Simulation']
48700,Mount & Blade: Warband,TaleWorlds Entertainment,2010,"['Action', 'RPG']"
39900,Coniclysm,ZoopTEK,2010,['Action']
49900,Plain Sight,Beatnik Games,2010,"['Action', 'Indie']"
42120,Lead and Gold: Gangs of the Wild West,Fatshark,2010,['Action']
12220,Grand Theft Auto: Episodes from Liberty City,Rockstar North / Toronto,2010,['Action']
45730,Dark Void™ Zero,Other Ocean Interactive,2010,"['Action', 'Adventure']"
45400,Fortix,Nemesys Games,2010,['Indie']
49600,Beat Hazard,Cold Beam Games,2010,"['Action', 'Casual', 'Indie']"
901399,Sam & Max: The Devil’s Playhouse,Telltale Games,2010,['Adventure']
43500,M.U.D. TV,Realmforge Studios,2010,"['Simulation', 'Strategy']"
45302,Wings of Luftwaffe Add-on,Gaijin Entertainment,2010,['Simulation']
40930,The Misadventures of P.B. Winterbottom,The Odd Gentlemen,2010,"['Adventure', 'Indie']"
39640,AquaNox 2: Revelation,THQ Nordic,2003,['Action']
39630,AquaNox,THQ Nordic,2001,['Action']
23150,Fluttabyes,Red Chain Games Ltd.,2010,"['Casual', 'Indie']"
50940,Hidden Expedition: Titanic,Big Fish Games,2006,['Casual']
50920,Hidden Expedition: Amazon,Big Fish Games,2008,"['Casual', 'Indie']"
34178,Napoleon: Total War™ - Coalition Battle Pack,"The Creative Assembly,Feral Interactive (Mac)",2010,['Strategy']
37340,Fitness Dash™,Sarbakan,2008,['Casual']
37390,Gemini Lost™,PlayFirst,2009,['Casual']
37310,DinerTown Detective Agency™,Absolutist Ltd.,2009,['Casual']
37360,Mahjong Roadshow™,PlayFirst,2007,['Casual']
49000,Hotel Dash™ Suite Success™,PlayFirst,2009,['Casual']
37330,Nightshift Legacy: The Jaguar's Eye™,PlayFirst,2010,['Casual']
37320,The Nightshift Code™,PlayFirst,2008,['Casual']
37370,TriJinx: A Kristine Kross Mystery™,PlayFirst,2007,['Casual']
37380,Valerie Porter and the Scarlet Scandal™,PlayFirst,2009,['Casual']
19080,Biozone,G5 Entertainment,2010,"['Action', 'Adventure', 'Casual']"
31700,Iron Grip: Warlord,ISOTX,2008,"['Action', 'Indie']"
19030,Rocket Knight,Climax Studios,2010,"['Action', 'Adventure']"
50820,Max and the Magic Marker,Press Play,2010,['Indie']
49800,Flight of the Icarus,Muse Games,2010,"['Action', 'Indie']"
33650,Puzzler World,Ideas Pad,2010,['Casual']
901478,Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,Ubisoft,2010,"['Action', 'Adventure']"
33660,Ziro,Kokakiki,2010,"['Casual', 'Indie']"
34281,Altered Beast™,SEGA,2010,['Action']
34272,Comix Zone™,SEGA,2010,['Action']
34270,SEGA Mega Drive and Genesis Classics,D3T Limited,2010,"['Action', 'Adventure', 'Casual', 'RPG']"
34276,Golden Axe™,SEGA,2010,['Action']
34274,Ecco the Dolphin™,SEGA,2010,['Action']
34275,Gain Ground™,SEGA,2010,['Strategy']
34277,Shinobi™ III: Return of the Ninja Master,SEGA,2010,['Action']
34273,Crack Down™,SEGA,2010,['Action']
34280,VectorMan™,SEGA,2010,['Action']
34278,Sonic 3D Blast™,SEGA,2010,['N/D']
34282,Shadow Dancer™,SEGA,2010,['Action']
34279,Space Harrier™ II,SEGA,2010,['Action']
34010,Alpha Protocol™,Obsidian Entertainment,2010,"['Action', 'RPG']"
22610,Alien Breed: Impact,Team17 Software Ltd.,2010,['Action']
22440,Fallout 3 - Point Lookout,Bethesda Game Studios,2010,['RPG']
18508,Defense Grid: Resurgence Map Pack 1,Hidden Path Entertainment,2010,"['Strategy', 'Indie']"
22430,Fallout 3 - Mothership Zeta,Bethesda Game Studios,2010,['RPG']
22410,Fallout 3 - Broken Steel,Bethesda Game Studios,2010,['RPG']
22420,Fallout 3 - The Pitt,Bethesda Game Studios,2010,['RPG']
630,Alien Swarm,Valve,2010,['Action']
22400,Fallout 3 - Operation Anchorage,Bethesda Game Studios,2010,['RPG']
24780,SimCity™ 4 Deluxe Edition,"EA - Maxis,Aspyr (Mac)",2003,"['Simulation', 'Strategy']"
33670,Disciples III - Renaissance Steam Special Edition,"Akella,.dat",2010,"['Strategy', 'RPG']"
40420,Tidalis,"Arcen Games, LLC",2010,"['Casual', 'Indie']"
34920,Razor2: Hidden Skies,Invent4 Entertainment,2010,"['Action', 'Casual', 'Indie']"
48136,The Settlers 7: Uncharted Land Map Pack,Blue Byte,2010,['Strategy']
46720,Dimensity,Dagger Games,2008,['RPG']
28000,Kane & Lynch 2: Dog Days,IO Interactive,2010,['Action']
39680,The Guild II Renaissance,Rune Forge,2010,"['Simulation', 'Strategy']"
25962,Hearts of Iron III DLC: German II Spritepack,Paradox Interactive,2010,['Strategy']
24634,Trainz Simulator DLC: Blue Comet,N3V Games,2010,['Simulation']
63900,Fantasy Wars,Ino-Co,2010,['Strategy']
50130,Mafia II,"2K Czech,Feral Interactive (Mac)",2011,['Action']
24075,Train Simulator: Network Southeast Class 47 Loco Add-On,Dovetail Games,2010,['Simulation']
47540,Puzzle Quest 2,Infinite Interactive,2010,"['RPG', 'Casual']"
50510,Burn Zombie Burn!,doublesix,2010,['Action']
25760,Madballs B*D*I Clan Skins,Playbrains,2010,['Indie']
25763,Madballs Scorched Evolution Skin Rollup,Playbrains,2010,['Indie']
25762,Madballs BDI Evolution Skin Rollup,Playbrains,2010,['Indie']
25764,Madballs Holiday Skin Rollup,Playbrains,2010,['Indie']
42980,Victoria I Complete,Paradox Development Studio,2010,['Strategy']
48800,Ship Simulator Extremes,VStep,2010,['Simulation']
22600,Worms Reloaded,Team17 Digital Ltd,2010,['Strategy']
46770,Making History II: The War of the World,Muzzy Lane Software,2010,"['Indie', 'Simulation', 'Strategy']"
65700,Arma 2: British Armed Forces,Bohemia Interactive,2010,"['Action', 'Simulation', 'Strategy']"
42960,Victoria II,Paradox Development Studio,2010,['Strategy']
27930,Booster Trooper Demo,DnS Development,2010,"Action, Indie"
25761,Madballs Scorched Clan Skins,Playbrains,2010,['Indie']
28010,Kane & Lynch 2: The Doggie Bag,IO Interactive,2010,['Action']
28012,Kane & Lynch 2: Multiplayer Masks Pack,IO Interactive,2010,['Action']
24640,Trainz: Classic Cabon City,N3V Games,2010,['Simulation']
28011,Kane & Lynch 2: Alliance Weapon Pack,IO Interactive,2010,['Action']
4850,Cossacks: Back to War,GSC Game World,2002,['Strategy']
57640,Broken Sword: Director's Cut,Revolution Software Ltd,2010,['Adventure']
62100,Chime,Zoë Mode,2010,['Casual']
50145,Mafia II DLC: Jimmy's Vendetta,"2K Czech,Feral Interactive (Mac)",2010,['Action']
34841,Sniper: Ghost Warrior - Map Pack,City Interactive,2010,['Action']
70300,VVVVVV,Terry Cavanagh,2010,"['Action', 'Indie']"
48137,The Settlers 7: Conquest - The Empire Expansion DLC,Blue Byte,2010,['Strategy']
57300,Amnesia: The Dark Descent,Frictional Games,2010,"['Action', 'Adventure', 'Indie']"
70400,Recettear: An Item Shop's Tale,EasyGameStation,2010,"['RPG', 'Indie']"
46600,Swarm Arena,Dedication Games,2010,"['Action', 'Casual', 'Indie']"
34314,Super Thunder Blade™,SEGA,2010,"['Action', 'Simulation']"
34310,Galaxy Force II™,SEGA,2010,['Action']
70100,Hacker Evolution,exosyphen studios,2010,['Simulation']
70110,Hacker Evolution: Untold,exosyphen studios,2010,"['Indie', 'Simulation']"
38600,Faerie Solitaire,Subsoap,2010,"['Casual', 'Indie']"
57620,Patrician IV - Steam Special Edition,Gaming Minds Studios,2010,['Strategy']
34284,Bonanza Bros.™,SEGA,2010,['Action']
63910,King's Bounty: Crossworlds,Katauri Interactive,2010,"['RPG', 'Strategy']"
24082,Train Simulator: Green & Gold HST DMU Add-On,Dovetail Games,2010,['Simulation']
8930,Sid Meier's Civilization® V,"Firaxis Games,Aspyr (Mac, Linux)",2010,['Strategy']
49310,Commander: Conquest of the Americas - Colonial Navy,Nitro Games,2010,['Strategy']
41060,Serious Sam Classic: The Second Encounter,Croteam,2002,"['Action', 'Indie']"
70900,Star Ruler,Blind Mind Studios,2010,"['Indie', 'Strategy']"
9940,Blade Kitten,Krome Studios,2010,"['Action', 'Adventure']"
22650,Alien Breed 2: Assault,Team17 Digital Ltd,2010,['Action']
901553,Serious Sam HD: Gold Edition,Croteam,2010,['Action']
50620,Darksiders™,Vigil Games,2010,"['Action', 'Adventure']"
2840,X: Beyond the Frontier,Egosoft,1999,"['Simulation', 'Strategy']"
42920,The Kings' Crusade,NeoCoreGames,2010,['Strategy']
29700,Guild Wars: Eye of the North®,ArenaNet®,2007,"['Action', 'RPG', 'Massively Multiplayer']"
2850,X: Tension,Egosoft,2000,"['Simulation', 'Strategy']"
61510,Age of Wonders II: The Wizard's Throne,Triumph Studios,2010,"['RPG', 'Strategy']"
70200,Governor of Poker 2,I Sioux Game Productions B.V.,2010,"['Adventure', 'Casual', 'Simulation']"
70210,Governor of Poker 2 - Premium Edition,I Sioux Game Productions B.V.,2010,"['Adventure', 'Casual', 'Indie', 'Simulation']"
61520,Age of Wonders Shadow Magic,Triumph Studios,2010,"['RPG', 'Strategy']"
61500,Age of Wonders,Triumph Studios,2010,"['RPG', 'Strategy']"
47790,Medal of Honor™,Electronic Arts,2010,['Action']
46450,Grotesque Tactics: Evil Heroes,"Headup Games,Silent Dreams",2010,"['Indie', 'RPG', 'Strategy']"
45750,Lost Planet® 2,"CAPCOM CO., LTD.",2010,"['Action', 'Adventure']"
57800,Doc Clock: The Toasted Sandwich of Time,Stickmen Studios,2010,"['Adventure', 'Casual', 'Indie']"
22380,Fallout: New Vegas,Obsidian Entertainment,2010,"['Action', 'RPG']"
67000,The Polynomial - Space of the music,Dmytry Lavrov,2010,"['Action', 'Casual', 'Indie']"
80300,Puzzle Bots,Ivy Games,2010,"['Adventure', 'Indie']"
50000,Nimbus,Noumenon Games,2010,"['Indie', 'Racing']"
16868,Civilization V - Babylon (Nebuchadnezzar II),"Firaxis Games,Aspyr (Mac, Linux)",2010,['Strategy']
18040,DeathSpank,Hothead Games,2010,"['Action', 'Indie', 'RPG']"
71115,Virtua Fighter™ 2,SEGA,2010,"['Action', 'Simulation']"
34317,Columns™ III,SEGA,2010,['Casual']
71114,Sword of Vermilion™,SEGA,2010,['RPG']
71112,Golden Axe™ II,SEGA,2010,['Action']
71113,Sonic The Hedgehog,SEGA,2010,"['Action', 'Adventure']"
71111,Flicky™,SEGA,2010,['N/D']
71110,ESWAT™: City Under Siege,SEGA,2010,['Action']
34319,Ecco™: The Tides of Time,SEGA,2010,['Adventure']
34318,Decap Attack™,SEGA,2010,['N/D']
34316,Bio-Hazard Battle™,SEGA,2010,['Action']
34315,Alien Storm,SEGA,2010,['Action']
6120,Shank,Klei Entertainment,2010,"['Action', 'Indie']"
35460,The Ball,Teotl Studios,2010,"['Action', 'Adventure', 'Indie']"
32500,STAR WARS™: The Force Unleashed™ II,Aspyr Studios,2010,['Action']
62000,Flight Control HD,Firemint,2010,"['Action', 'Casual']"
33570,Patrician III,Ascaron Entertainment ltd.,2010,"['RPG', 'Simulation', 'Strategy']"
63700,BIT.TRIP BEAT,Gaijin Games,2010,"['Action', 'Casual', 'Indie']"
46362,Theatre of War 2 - Battle for Caen,1C Company,2010,"['Simulation', 'Strategy']"
49320,Woody Two-Legs: Attack of the Zombie Pirates,Nitro Games,2010,['Casual']
72400,Clones,Tomkorp Computer Solutions Inc.,2010,"['Adventure', 'Indie']"
42964,Victoria II: Interwar Spritepack,Paradox Interactive,2010,['Strategy']
43011,Front Mission Evolved: Wanzer Pack 2,Double Helix Games,2010,['Action']
33980,Pound of Ground,Centauri Production,2010,['Action']
65710,Pat & Mat,Centauri Production,2009,['Casual']
33990,Alternativa,Centauri Production,2010,['Adventure']
33950,Fish Fillets 2,Altar Games,2007,"['Casual', 'Indie']"
65400,Archon Classic,React Games,2010,"['Strategy', 'Indie']"
42700,Call of Duty®: Black Ops,Treyarch,2010,['Action']
38923,Rhythm Zone Tornado Visualizer DLC,Sonic Boom Games,2010,"['Indie', 'Casual']"
72500,Arcadia,Joshyy,2010,"['Casual', 'Indie']"
15740,Oddworld: Munch's Oddysee,Oddworld Inhabitants,2010,"['Action', 'Adventure', 'Strategy']"
38924,Rhythm Zone DJ Table Visualizer DLC,Sonic Boom Games,2010,"['Indie', 'Casual']"
15750,Oddworld: Stranger's Wrath HD,Oddworld Inhabitants,2010,"['Action', 'Adventure', 'Strategy']"
45500,Clickr,"Ntreev Soft Co., Ltd.",2010,"['Casual', 'Indie']"
31290,Back to the Future: The Game,Telltale Games,2010,['Adventure']
12100,Grand Theft Auto III,Rockstar Games,2002,['Action']
12120,Grand Theft Auto: San Andreas,Rockstar Games,2005,['Action']
35135,Lara Croft GoL: Raziel and Kain Character Pack,Crystal Dynamics Inc.,2011,"['Action', 'Adventure']"
35137,Lara Croft GoL: Things that Go Boom - Challenge Pack 2,Crystal Dynamics Inc.,2011,"['Action', 'Adventure']"
35138,Lara Croft GoL: Hazardous Reunion - Challenge Pack 3,Crystal Dynamics,2011,"['Action', 'Adventure']"
35136,Lara Croft GoL: All the Trappings - Challenge Pack 1,Crystal Dynamics Inc.,2011,"['Action', 'Adventure']"
12110,Grand Theft Auto: Vice City,Rockstar Games,2003,['Action']
33390,Zeit²,Brightside Games,2011,"['Action', 'Indie']"
92300,A.R.E.S.: Extinction Agenda,Extend Studio,2011,"['Action', 'Indie']"
80000,APOX,BlueGiant Interactive,2011,"['Action', 'Indie', 'Strategy']"
47780,Dead Space™ 2,Visceral Games,2011,['Action']
51060,Drawn®: The Painted Tower,Big Fish Studios,2011,"['Adventure', 'Casual']"
65080,Kaptain Brawe: A Brawe New World,Cateia Games,2011,['Adventure']
71168,Wonder Boy III: Monster Lair,SEGA,2011,['Action']
63200,Monday Night Combat,Uber Entertainment,2011,"['Action', 'Strategy', 'Indie', 'Sports']"
60340,Luxor: 5th Passage,MumboJumbo,2011,"['Action', 'Adventure', 'Casual']"
71116,Alien Soldier,SEGA,2011,['Action']
71161,Shining in the Darkness,SEGA,2011,['RPG']
71119,Light Crusader,SEGA,2011,['RPG']
71118,Landstalker: The Treasures of King Nole,SEGA,2011,['RPG']
71117,Gunstar Heroes,SEGA,2011,['Action']
71166,ToeJam & Earl,SEGA,2011,['Adventure']
71165,Streets of Rage 2,SEGA,2011,['Action']
71163,Sonic The Hedgehog 2,SEGA,2011,"['Action', 'Adventure']"
71164,Streets of Rage,SEGA,2011,['Action']
71162,Sonic 3 &  Knuckles,SEGA,2011,"['Action', 'Adventure']"
71160,Shining Force II,SEGA,2011,['RPG']
71120,Shining Force,SEGA,2011,['RPG']
47890,The Sims™ 3,The Sims Studio,2009,['Simulation']
48802,Ship Simulator Extremes: Sigita Pack,VStep,2011,['Simulation']
47896,The Sims™ 3 Fast Lane Stuff,The Sims Studio,2010,['Simulation']
47892,The Sims™ 3 World Adventures,The Sims Studio,2009,['Simulation']
47894,The Sims™ 3 Late Night,The Sims Studio,2010,['Simulation']
47893,The Sims™ 3 Ambitions,The Sims Studio,2010,['Simulation']
47895,The Sims™ 3 High-End Loft Stuff,The Sims Studio,2010,['Simulation']
42000,Trino,Trinoteam,2011,"['Casual', 'Indie']"
47570,Mishap 2: An Intentional Haunting - Collector's Edition,Virtual Prophecy Entertainment,2011,['Casual']
47897,The Sims™ 3 Outdoor Living Stuff,The Sims Studio,2011,['Simulation']
57700,Who's That Flying?!,Mediatonic,2011,"['Action', 'Casual', 'Indie']"
63660,Myst: Masterpiece Edition,Cyan Worlds,2011,"['Adventure', 'Casual']"
90504,Guardians of Graxia: Elves & Dwarves,Petroglyph,2011,['Strategy']
7520,Two Worlds II HD,Reality Pump Studios,2011,['RPG']
99200,YOU DON’T KNOW JACK®,Jellyvision,2011,['Casual']
9930,Test Drive Unlimited 2,Eden Studios,2011,['Racing']
24449,King Arthur: The Druids,NeoCoreGames,2011,['RPG']
41814,Gratuitous Space Battles: Galactic Conquest,Positech Games,2011,"['Strategy', 'Indie', 'Simulation']"
42925,The Kings' Crusade: New Allies,NeoCoreGames,2011,['Strategy']
57650,DUNGEONS - Steam Special Edition,Realmforge Studios,2011,"['RPG', 'Strategy']"
40407,AI War: Light of the Spire,"Arcen Games, LLC",2011,"['Indie', 'Strategy']"
33770,Drakensang: The River of Time,DTP,2011,['RPG']
47800,RISK™: Factions,Stainless Games,2011,['Strategy']
18408,Crazy Machines 2: Time Travel Add-On,Fakt Software,2011,"['Casual', 'Strategy']"
63710,BIT.TRIP RUNNER,Gaijin Games,2011,"['Action', 'Indie']"
55100,Homefront,"Kaos Studios,Digital Extremes",2011,['Action']
80200,Fate of the World,Red Redemption,2011,"['Casual', 'Indie', 'Simulation', 'Strategy']"
92400,B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now),Copenhagen Game Collective,2011,['Indie']
56436,"Warhammer 40,000: Dawn of War II - Retribution - Tyranid Race Pack","Relic Entertainment,Feral Interactive (Mac/Linux)",2011,['N/D']
56435,"Warhammer 40,000: Dawn of War II - Retribution Ork Race Pack","Relic Entertainment,Feral Interactive (Mac/Linux)",2011,['Strategy']
56433,"Warhammer 40,000: Dawn of War II - Retribution Imperial Guard Race Pack","Relic Entertainment,Feral Interactive (Mac/Linux)",2011,['Strategy']
56432,"Warhammer 40,000: Dawn of War II - Retribution Eldar Race Pack","Relic Entertainment,Feral interactive (Mac/Linux)",2011,['Strategy']
56431,"Warhammer 40,000: Dawn of War II - Retribution Chaos Space Marines Race Pack","Relic Entertainment,Feral interactive (Mac/Linux)",2011,['Strategy']
39120,RIFT,Trion Worlds,2013,"['Free to Play', 'Massively Multiplayer', 'RPG']"
56437,"Warhammer 40,000: Dawn of War II: Retribution","Relic Entertainment,Feral Interactive (Mac/Linux)",2011,['Strategy']
94000,Dinner Date,Stout Games,2011,"['Indie', 'Casual']"
56434,"Warhammer 40,000: Dawn of War II - Retribution Space Marines Race Pack","Relic Entertainment,Feral Interactive (Mac/Linux)",2011,['Strategy']
92700,Shadow Harvest: Phantom Ops,Black Lion Studios,2011,['Action']
73012,Cities in Motion: Design Classics,Colossal Order Ltd.,2011,['Simulation']
48803,Ship Simulator Extremes: Ferry Pack,VStep,2011,['Simulation']
56536,"Warhammer 40,000: Dawn of War II: Retribution: Dark Angels Pack","Relic Entertainment,Feral Interactive (Mac/Linux)",2011,['Strategy']
44620,STCC The Game 2 – Expansion Pack for RACE 07,SimBin,2011,['Racing']
91200,Anomaly: Warzone Earth,11 bit studios,2011,"['Action', 'Indie', 'Strategy']"
46790,Armada 2526,Ntronium Games,2010,['Strategy']
73170,Darkest Hour: A Hearts of Iron Game,Martin Ivanov,2011,['Strategy']
